Course Code,Exam Type,Date(s),Room Info
SOS-3900,Oppgave,Innlevering: 15. mai 2025 kl. 14:00,N/A
SOS-3981,Oppgave,Innlevering: 15. mai 2025 kl. 14:00,N/A
SPA-0100,Hjemmeeksamen,"Utlevering: 2. desember 2024 kl. 09:00
Innlevering: 2. desember 2024 kl. 12:00",N/A
SPA-1011,Hjemmeeksamen,"Utlevering: 28. november 2024 kl. 09:00
Innlevering: 28. november 2024 kl. 13:00",N/A
SPA-1013,Hjemmeeksamen,"Utlevering: 26. mai 2025 kl. 09:00
Innlevering: 26. mai 2025 kl. 12:00",N/A
SPA-1014,Muntlig eksamen,Dato: 25. november 2024 kl. 09:00,N/A
SPA-1110,Hjemmeeksamen,"Utlevering: 21. mai 2025 kl. 09:00
Innlevering: 21. mai 2025 kl. 15:00",N/A
SPA-1111,Hjemmeeksamen,"Utlevering: 15. november 2024 kl. 09:00
Innlevering: 22. november 2024 kl. 14:00",N/A
SPA-2011,Hjemmeeksamen,"Utlevering: 9. mai 2025 kl. 09:00
Innlevering: 9. mai 2025 kl. 13:00",N/A
SPA-2111,Oppgave,Innlevering: 30. april 2025 kl. 14:00,N/A
SPA-2113,Hjemmeeksamen,"Utlevering: 10. mars 2025 kl. 09:00
Innlevering: 17. mars 2025 kl. 14:00",N/A
SPA-2981,Oppgave,Innlevering: 15. mai 2025 kl. 14:00,N/A
SPA-3011,Hjemmeeksamen,"Utlevering: 20. november 2024 kl. 09:00
Innlevering: 27. november 2024 kl. 14:00",N/A
SPA-3014,Hjemmeeksamen,"Utlevering: 5. mai 2025 kl. 09:00
Innlevering: 12. mai 2025 kl. 14:00",N/A
SPA-3090,Oppgave,Innlevering: 11. desember 2024 kl. 14:00,N/A
SPA-3090,Oppgave,Innlevering: 2. mai 2025 kl. 14:00,N/A
SPA-3091,Oppgave,Innlevering: 11. desember 2024 kl. 14:00,N/A
SPA-3091,Oppgave,Innlevering: 2. mai 2025 kl. 14:00,N/A
SPA-3111,Oppgave,Innlevering: 11. desember 2024 kl. 14:00,N/A
SPA-3114,Hjemmeeksamen,Innlevering: 26. mai 2025 kl. 14:00,N/A
SPA-3982,Oppgave,Innlevering: 15. mai 2025 kl. 14:00,N/A
SPA-3983,Oppgave,Innlevering: 15. februar 2025 kl. 14:00,N/A
SPA-3983,Oppgave,Innlevering: 15. mai 2025 kl. 14:00,N/A
SPA-3994,Oppgave,Innlevering: 15. mai 2025 kl. 14:00,N/A
SPA-6011,Hjemmeeksamen,"Utlevering: 5. mai 2025 kl. 09:00
Innlevering: 12. mai 2025 kl. 14:00",N/A
SPL-1002,Skriftlig skoleeksamen,Dato: 20. mai 2025 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-3) Del 3
SPL-2001,Hjemmeeksamen,"Utlevering: 5. desember 2024 kl. 09:00
Innlevering: 12. desember 2024 kl. 14:00",N/A
SPL-2003,Oppgave,Innlevering: 16. mai 2025 kl. 14:00,N/A
SPL-2004,Oppgave,Innlevering: 2. desember 2024 kl. 14:00,N/A
SPL-2004,Muntlig eksamen,Dato: 13. desember 2024 kl. 08:00,(TROMSO): Teorifagbygget hus 1 – Plan 2 rom til bruk for eksamen
SPL-2009,Hjemmeeksamen,"Utlevering: 26. mars 2025 kl. 09:00
Innlevering: 2. april 2025 kl. 14:00",N/A
SPL-2010,Hjemmeeksamen,"Utlevering: 18. mars 2025 kl. 09:00
Innlevering: 25. mars 2025 kl. 14:00",N/A
SPL-2011,Hjemmeeksamen,"Utlevering: 18. mars 2025 kl. 09:00
Innlevering: 25. mars 2025 kl. 14:00",N/A
SPL-2012,Hjemmeeksamen,"Utlevering: 8. april 2025 kl. 09:00
Innlevering: 15. april 2025 kl. 14:00",N/A
SPL-3002,Hjemmeeksamen,"Utlevering: 26. mai 2025 kl. 09:00
Innlevering: 3. juni 2025 kl. 14:00",N/A
SPL-3004,Hjemmeeksamen,"Utlevering: 29. november 2024 kl. 09:00
Innlevering: 6. desember 2024 kl. 14:00",N/A
SPL-3010,Off campus exam,"Utlevering: 13. desember 2024 kl. 09:00
Innlevering: 20. desember 2024 kl. 14:00",N/A
SPL-3900,Oppgave,Innlevering: 15. mai 2025 kl. 14:00,N/A
SPL-3901,Assignment,Innlevering: 15. mai 2025 kl. 14:00,N/A
SPL-3902,Oppgave,Innlevering: 15. mai 2025 kl. 14:00,N/A
SSO-1051,Skriftlig skoleeksamen,Dato: 28. november 2024 kl. 09:00,"(ALTA): Campus Alta Byggetrinn 2 – Rom 2107, Seminarrom (Alta)
(ALTA): Campus Alta Byggetrinn 2 – Rom 2108, Seminarrom (Alta)
(ALTA): Campus Alta: Paviljong 1, 2, 3 og m.bygg – Rom P179, Sarikoski"
SSO-1052,Skriftlig skoleeksamen,Dato: 11. desember 2024 kl. 09:00,"(ALTA): Campus Alta Byggetrinn 3 – Rom A102, Kultursalen (Alta)"
SSO-1111,Hjemmeeksamen,"Utlevering: 10. desember 2024 kl. 09:00
Innlevering: 12. desember 2024 kl. 09:00",N/A
SSO-1112,Muntlig eksamen,Fra 2. juni  til 4. juni 2025,N/A
SSO-1113,Oppgave,Innlevering: 12. desember 2024 kl. 14:00,N/A
SSO-1114,Muntlig eksamen,Fra 4. juni  til 6. juni 2025,N/A
SSO-1411,Hjemmeeksamen,"Utlevering: 10. desember 2024 kl. 09:00
Innlevering: 12. desember 2024 kl. 09:00",N/A
SSO-1412,Muntlig eksamen,Fra 2. juni  til 4. juni 2025,N/A
SSO-1413,Oppgave,Innlevering: 12. desember 2024 kl. 14:00,N/A
SSO-1414,Muntlig eksamen,Fra 4. juni  til 6. juni 2025,N/A
SSO-2161,Hjemmeeksamen,"Utlevering: 18. februar 2025 kl. 09:00
Innlevering: 20. februar 2025 kl. 13:00",N/A
SSO-2162,Muntlig eksamen,Fra 10. juni  til 13. juni 2025,N/A
SSO-2162,Oppgave,Innlevering: 14. mai 2025 kl. 14:00,N/A
SSO-3020,Hjemmeeksamen,"Utlevering: 10. desember 2024 kl. 09:00
Innlevering: 12. desember 2024 kl. 13:00",N/A
SSO-3025,Hjemmeeksamen,"Utlevering: 11. mars 2025 kl. 09:00
Innlevering: 13. mars 2025 kl. 13:00",N/A
SSO-3040,Muntlig eksamen,Fra 26. mai  til 28. mai 2025,N/A
SSO-3900,Oppgave,Innlevering: 15. mai 2025 kl. 14:00,N/A
STV-1000,Hjemmeeksamen,"Utlevering: 18. november 2024 kl. 09:00
Innlevering: 19. november 2024 kl. 15:00",N/A
STV-1003,Hjemmeeksamen,"Utlevering: 2. mai 2025 kl. 09:00
Innlevering: 2. mai 2025 kl. 16:00",N/A
STV-1005,Hjemmeeksamen,"Utlevering: 25. november 2024 kl. 09:00
Innlevering: 2. desember 2024 kl. 14:00",N/A
STV-1006,School exam,Dato: 27. november 2024 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-3) Del 3
STV-2004,Hjemmeeksamen,"Utlevering: 2. mai 2025 kl. 09:00
Innlevering: 12. mai 2025 kl. 14:00",N/A
STV-2005,School exam,Dato: 20. november 2024 kl. 09:00,"(TROMSO): Teorifagbygget hus 3 – Rom 3.218, lesesal (Tromsø)"
STV-2008,School exam,Dato: 20. mars 2025 kl. 09:00,(TROMSO): Administrasjonsbygget – B154 Eksamensrom (Tromsø)
STV-2010,Hjemmeeksamen,"Utlevering: 20. november 2024 kl. 09:00
Innlevering: 27. november 2024 kl. 14:00",N/A
STV-2020,Oppgave,Innlevering: 15. mai 2025 kl. 14:00,N/A
STV-3005,School exam,Dato: 23. april 2025 kl. 09:00,(TROMSO): Administrasjonsbygget – B154 Eksamensrom (Tromsø)
STV-3014,Hjemmeeksamen,"Utlevering: 19. mai 2025 kl. 09:00
Innlevering: 26. mai 2025 kl. 14:00",N/A
STV-3020,Off campus exam,"Utlevering: 31. mars 2025 kl. 09:00
Innlevering: 4. april 2025 kl. 14:00",N/A
STV-3035,Hjemmeeksamen,"Utlevering: 4. november 2024 kl. 09:00
Innlevering: 2. desember 2024 kl. 14:00",N/A
STV-3036,Oppgave,Innlevering: 22. mai 2025 kl. 14:00,N/A
STV-3040,Portfolio,"Utlevering: 25. november 2024 kl. 09:00
Innlevering: 28. november 2024 kl. 13:00",N/A
STV-3058,Hjemmeeksamen,"Utlevering: 7. mai 2025 kl. 09:00
Innlevering: 14. mai 2025 kl. 14:00",N/A
STV-3059,Hjemmeeksamen,"Utlevering: 19. mai 2025 kl. 09:00
Innlevering: 3. juni 2025 kl. 14:00",N/A
STV-3061,Mappevurdering,Innlevering: 2. desember 2024 kl. 14:00,N/A
STV-3073,Hjemmeeksamen,"Utlevering: 19. mai 2025 kl. 09:00
Innlevering: 11. juni 2025 kl. 14:00",N/A
STV-3074,Hjemmeeksamen,"Utlevering: 23. april 2025 kl. 09:00
Innlevering: 8. mai 2025 kl. 14:00",N/A
STV-3075,Hjemmeeksamen,"Utlevering: 7. november 2024 kl. 09:00
Innlevering: 28. november 2024 kl. 14:00",N/A
STV-3076,Hjemmeeksamen,"Utlevering: 2. desember 2024 kl. 09:00
Innlevering: 9. desember 2024 kl. 14:00",N/A
STV-3077,Muntlig eksamen,Fra 2. desember  til 6. desember 2024,N/A
STV-3900,Oppgave,Innlevering: 15. mai 2025 kl. 14:00,N/A
STV-3901,Oppgave,Innlevering: 15. mai 2025 kl. 14:00,N/A
STV-3909,Oppgave,Innlevering: 15. mai 2025 kl. 14:00,N/A
STV-3910,Oppgave,Innlevering: 2. desember 2024 kl. 14:00,N/A
STV-3910,Oppgave,Innlevering: 15. mai 2025 kl. 14:00,N/A
SVF-1050,Hjemmeeksamen,"Utlevering: 20. november 2024 kl. 09:00
Innlevering: 21. november 2024 kl. 15:00",N/A
SVF-1051,Hjemmeeksamen,"Utlevering: 20. november 2024 kl. 09:00
Innlevering: 21. november 2024 kl. 15:00",N/A
SVF-1051,Hjemmeeksamen,"Utlevering: 27. mai 2025 kl. 09:00
Innlevering: 28. mai 2025 kl. 15:00",N/A
SVF-2058,Off campus exam,"Utlevering: 7. mars 2025 kl. 09:00
Innlevering: 14. mars 2025 kl. 14:00",N/A
SVF-3004,Hjemmeeksamen,"Utlevering: 21. februar 2025 kl. 09:00
Innlevering: 21. februar 2025 kl. 16:00",N/A
SVF-3006,Hjemmeeksamen,Innlevering: 15. mai 2025 kl. 14:00,N/A
SVF-3021,Oral exam,Fra 18. november  til 20. november 2024,N/A
SVF-3022,School exam,Dato: 12. desember 2024 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-3) Del 3
SVF-3024,Off campus exam,"Utlevering: 21. mars 2025 kl. 09:00
Innlevering: 4. april 2025 kl. 14:00",N/A
SVF-3025,School exam,Dato: 15. april 2025 kl. 09:00,(TROMSO): Administrasjonsbygget – Auditorium Maximum (Tromsø)
SVF-3044,Off campus exam,"Utlevering: 27. november 2024 kl. 09:00
Innlevering: 27. november 2024 kl. 16:00",N/A
SVF-3044,Off campus exam,"Utlevering: 5. mai 2025 kl. 09:00
Innlevering: 5. mai 2025 kl. 16:00",N/A
SVF-3109,Portfolio,Innlevering: 28. mars 2025 kl. 13:00,N/A
SVF-3110,Assignment,Innlevering: 13. desember 2024 kl. 14:00,N/A
SVF-3115,Off campus exam,"Utlevering: 19. mars 2025 kl. 09:00
Innlevering: 26. mars 2025 kl. 14:00",N/A
SVF-3901,Assignment,Innlevering: 15. mai 2025 kl. 14:00,N/A
SVF-3903,Assignment 2,Innlevering: 15. mai 2025 kl. 14:00,N/A
SVF-8067,Assignment,Innlevering: 4. juni 2025 kl. 14:00,N/A
SVF-8070,Assignment,Innlevering: 28. november 2024 kl. 14:00,N/A
SVH-8003,Assignment,"Utlevering: 22. november 2024 kl. 09:00
Innlevering: 6. desember 2024 kl. 14:00",N/A
TYS-0100,Skriftlig skoleeksamen,Dato: 9. desember 2024 kl. 09:00,(TROMSO): Teorifagbygget hus 1 – Plan 3 rom til bruk for eksamen
TYS-1001,Hjemmeksamen,"Utlevering: 27. mai 2025 kl. 09:00
Innlevering: 27. mai 2025 kl. 17:00",N/A
TYS-1002,Hjemmeksamen,"Utlevering: 30. mai 2025 kl. 09:00
Innlevering: 30. mai 2025 kl. 17:00",N/A
TYS-1101,Mappevurdering,Innlevering: 21. mai 2025 kl. 14:00,N/A
TYS-6011,Hjemmeeksamen,Innlevering: 27. november 2024 kl. 14:00,N/A
TYS-6012,Hjemmeeksamen,Innlevering: 1. april 2025 kl. 14:00,N/A
TYS-6012,Hjemmeeksamen,Innlevering: 25. april 2025 kl. 14:00,N/A
TYS-6012,Hjemmeeksamen,Innlevering: 23. april 2025 kl. 14:00,N/A
VID-6070,Skriftlig skoleeksamen,Dato: 29. november 2024 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-3) Del 3
VID-6071,Hjemmeeksamen,"Utlevering: 21. mai 2025 kl. 09:00
Innlevering: 23. mai 2025 kl. 13:00",N/A
VID-6074,Hjemmeeksamen,"Utlevering: 2. desember 2024 kl. 09:00
Innlevering: 6. desember 2024 kl. 14:00",N/A
VID-6076,Hjemmeeksamen,"Utlevering: 2. desember 2024 kl. 09:00
Innlevering: 6. desember 2024 kl. 14:00",N/A
VID-6082,Hjemmeeksamen,Innlevering: 13. desember 2024 kl. 14:00,N/A
VID-6083,Hjemmeeksamen,Innlevering: 6. juni 2025 kl. 14:00,N/A
VID-6088,Hjemmeeksamen,"Utlevering: 10. desember 2024 kl. 09:00
Innlevering: 13. desember 2024 kl. 13:00",N/A
VID-6089,Hjemmeeksamen,"Utlevering: 5. mai 2025 kl. 09:00
Innlevering: 9. mai 2025 kl. 14:00",N/A
VID-6110,Praktisk eksamen,Fra 12. desember  til 13. desember 2024,N/A
VID-6114,Praktisk eksamen,Fra 27. november  til 28. november 2024,N/A
VID-6118,Muntlig eksamen,Fra 29. november  til 29. november 2024,N/A
VID-6119,Hjemmeeksamen,"Utlevering: 6. mai 2025 kl. 09:00
Innlevering: 9. mai 2025 kl. 13:00",N/A
